fixture_id	probe_slot	system	argv	declared_reads	fixture_sha256	binary_sha256	exit_status	stdout_sha256
candidate-linear-luma-alpha-mid-wide-stroke	endpoint_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,angle:25deg)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-linear-luma-alpha-mid-wide-stroke.typ;target/debug/typst	c79e90e9f1571cfb2cf1cb9c49514ac3adc721ca0054a329ef7aeec7ec5d27ee	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-radial-luma-alpha-first-square-fill	endpoint_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-first-square-fill	endpoint_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;target/debug/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	6d022a113e1a3a61e7c775d4af151c83770c58bf9ecadd2e946d7927627961bd
candidate-radial-luma-alpha-first-square-fill	epsilon_after_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-first-square-fill	epsilon_after_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;target/debug/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	6d022a113e1a3a61e7c775d4af151c83770c58bf9ecadd2e946d7927627961bd
candidate-radial-luma-alpha-first-square-fill	epsilon_before_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-first-square-fill	epsilon_before_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;target/debug/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-first-square-fill	endpoint_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-first-square-fill	endpoint_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;target/debug/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-first-square-fill	epsilon_after_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-first-square-fill	epsilon_after_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;target/debug/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-first-square-fill	epsilon_before_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-radial-luma-alpha-first-square-fill	epsilon_before_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;target/debug/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-radial-luma-alpha-first-square-fill	endpoint_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;/usr/local/bin/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-radial-luma-alpha-first-square-fill	endpoint_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red.transparentize(60%),0%),(green,37%),(blue,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-first-square-fill.typ;target/debug/typst	453273c559e5fc5559343d6676f8aa1987c1fa32dc89376449d2c0abcc493300	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-radial-luma-alpha-last-tall-fill	endpoint_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-last-tall-fill	endpoint_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;target/debug/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-last-tall-fill	epsilon_after_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-last-tall-fill	epsilon_after_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;target/debug/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-last-tall-fill	epsilon_before_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-last-tall-fill	epsilon_before_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;target/debug/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-last-tall-fill	endpoint_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-last-tall-fill	endpoint_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;target/debug/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-last-tall-fill	epsilon_after_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-last-tall-fill	epsilon_after_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;target/debug/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-last-tall-fill	epsilon_before_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-radial-luma-alpha-last-tall-fill	epsilon_before_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(99.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;target/debug/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	1c2ed25f12c787c03dfc713f7680e8f27020089a649decc7b57f3dfab7770f96
candidate-radial-luma-alpha-last-tall-fill	endpoint_last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;/usr/local/bin/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3eed4d8210708764abff6a0bcfab8d3ecdf1112eb1c3728652100c926f9b658b
candidate-radial-luma-alpha-last-tall-fill	endpoint_last	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green,37%),(blue.transparentize(60%),100%),space:color.luma,center:(70%,30%),radius:65%,focal-center:(55%,45%),focal-radius:5%)).sample(100.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-last-tall-fill.typ;target/debug/typst	8fac5209f8013711c3544ca1e7824ed7a21acee3c48252795172755a6106749c	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	1c2ed25f12c787c03dfc713f7680e8f27020089a649decc7b57f3dfab7770f96
candidate-radial-luma-alpha-mid-wide-stroke	endpoint_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-mid-wide-stroke	endpoint_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(0.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;target/debug/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-mid-wide-stroke	epsilon_after_first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-mid-wide-stroke	epsilon_after_first	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(0.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;target/debug/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	9987b36ed7c95123ef11add086f2f11ed54dfb3b85b4775bf654aac2aa965991
candidate-radial-luma-alpha-mid-wide-stroke	epsilon_before_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-mid-wide-stroke	epsilon_before_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(36.999900000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;target/debug/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	12d6c6c9738f8292e50c50b70640256603037280015f3c7d481691d1a8042b65
candidate-radial-luma-alpha-mid-wide-stroke	endpoint_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-mid-wide-stroke	endpoint_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(37.000000000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;target/debug/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	12d6c6c9738f8292e50c50b70640256603037280015f3c7d481691d1a8042b65
candidate-radial-luma-alpha-mid-wide-stroke	epsilon_after_mid	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;/usr/local/bin/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	da96377bee7848cabef8a3fd47ff683cc690562cb7c7b4bc5486e81af7dbc3b7
candidate-radial-luma-alpha-mid-wide-stroke	epsilon_after_mid	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.radial((red,0%),(green.transparentize(60%),37%),(blue,100%),space:color.luma,center:(40%,60%),radius:70%,focal-center:(20%,30%),focal-radius:10%)).sample(37.000100000000%).components(alpha:true))""]"	/tmp/p1231-isolation/oracles/fixtures/candidate-radial-luma-alpha-mid-wide-stroke.typ;target/debug/typst	a1b44e135b5c1fc7e8034e001d990bc6766f87f9ad2ac86769b0329e3d2d0f49	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	12d6c6c9738f8292e50c50b70640256603037280015f3c7d481691d1a8042b65
