l0_file	line	consumer	classification	measurement	text
00_nucleo/prompts/compiler/layout/bibliography.md	123	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out**: ibid. apenas para `Numeric + Normal`; outros styles e forms não usam ibid.
00_nucleo/prompts/compiler/layout/bibliography.md	220	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-out
00_nucleo/prompts/compiler/layout/bibliography.md	223	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Numeração correcta em documentos multi-bibliografia (scope-out para P420).
00_nucleo/prompts/compiler/stdlib/figure_image.md	24	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(`visualize/image/mod.rs:158-161`), e PDF-como-fonte continua scope-out
00_nucleo/prompts/compiler/stdlib/figure_image.md	50	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	não usa `krilla`) — scope-out consciente, não implementado. Mesmo
00_nucleo/prompts/compiler/stdlib/figure_image.md	99	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-outs SVG/PDF não mudam.
00_nucleo/prompts/compiler/stdlib/plugin.md	303	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out transversal).
00_nucleo/prompts/compiler/stdlib/plugin.md	324	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Named args: rejeitados (routing genérico cristalino — ver scope-out
00_nucleo/prompts/compiler/stdlib/plugin.md	362	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**mantêm** os seus prefixos PT neste passo (scope-out transversal).
00_nucleo/prompts/compiler/stdlib/text/shift.md	56	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	> **Correcção de deriva**: o L0 pai declarava `offset` **e** `size` como scope-out
00_nucleo/prompts/compiler/stdlib/text/shift.md	58	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	> scope-out vale agora só para `offset` configurável.
00_nucleo/prompts/entities/math_constants.md	187	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	dois termos de baseline (scope-out registado em P944 §4, aqui promovido).
00_nucleo/prompts/compiler/stdlib/structural.md	7	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**ADRs**: ADR-0033 (divergência intencional), ADR-0037 (coesão por domínio), ADR-0054 (perfil graded / scope-outs), ADR-0060 (model structural roadmap), ADR-0061 (layout roadmap), ADR-0064 (smart option default), ADR-0107/ADR-0108/ADR-0109 (bibliografia CSL e asset).
00_nucleo/prompts/compiler/stdlib/structural.md	59	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Nenhuma conhecida nesta camada.
00_nucleo/prompts/compiler/stdlib/structural.md	83	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Nenhuma conhecida nesta camada.
00_nucleo/prompts/compiler/stdlib/structural.md	107	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	108	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Destaque de syntax real scope-out per ADR-0054 graded.
00_nucleo/prompts/compiler/stdlib/structural.md	139	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"**Limitações / scope-outs**: Nenhuma conhecida nesta camada para os parâmetros `outlined`/`bookmarked`. P829: `heading(numbering:)` continua a transportar o gate na chain (`Content::Styled`) — `has(""numbering"")` devolve false (o campo não é materializado no `HeadingElem`; scope-out registado em `compiler/eval.md` §P829-B)."
00_nucleo/prompts/compiler/stdlib/structural.md	166	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `length`/`function` são aceites e armazenados; renderização específica é scope-out per ADR-0054.
00_nucleo/prompts/compiler/stdlib/structural.md	172	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Outros campos do vanilla (`fill`, `entry`, etc.) são scope-out por ora; `length`/`function` em `indent` são aceites mas renderização específica scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	199	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Nenhuma conhecida nesta camada.
00_nucleo/prompts/compiler/stdlib/structural.md	227	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	228	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Forma posicional e separador customizado scope-out per ADR-0054 graded.
00_nucleo/prompts/compiler/stdlib/structural.md	253	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Nenhuma conhecida nesta camada.
00_nucleo/prompts/compiler/stdlib/structural.md	334	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs** (ADR-0054 graded):
00_nucleo/prompts/compiler/stdlib/structural.md	336	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `inset` / `align` / `fill` (adicionalmente scope-out em P157A, mas `fill` e `stroke` foram depois incluídos em P227/P228).
00_nucleo/prompts/compiler/stdlib/structural.md	375	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	377	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Atributos de célula vanilla `kind` / `is_repeated` scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	400	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	402	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `level: NonZeroU32` e `repeat-rows: Smart<usize>` scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	424	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	446	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	478	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `.json` scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	484	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	485	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Renderização CSL real em `compiler/layout/bib_csl.rs` — ver scope-out dedicado abaixo.
00_nucleo/prompts/compiler/stdlib/structural.md	486	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `sources` (parsing externo genérico), `full`, `lang`, `region` scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	514	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	516	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Propagação automática de `bibliography.style` para cite — scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	545	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Layout real de hiperligações (`FrameItem::Link`, bbox, links internos, sublinhado azul) — ver `00_nucleo/prompts/compiler/layout/link.md`.
00_nucleo/prompts/compiler/stdlib/structural.md	569	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs** (ADR-0054 graded):
00_nucleo/prompts/compiler/stdlib/structural.md	570	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Uso de `numbering` no marcador de rodapé scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	571	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `FootnoteBody::Reference(Label)` (multi-ref) scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	596	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs** (P296, ADR-0054 graded):
00_nucleo/prompts/compiler/stdlib/structural.md	597	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Cosméticos `size`, `dotless`, `inverted` scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	598	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Shaping real de acentos matemáticos (OpenType math) — ver scope-out dedicado abaixo.
00_nucleo/prompts/compiler/stdlib/structural.md	620	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs** (P296, ADR-0054 graded):
00_nucleo/prompts/compiler/stdlib/structural.md	621	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `length`, `inverted`, `cross`, `angle`, `stroke` scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	622	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Renderização real do cancelamento (traço diagonal) — ver scope-out dedicado abaixo.
00_nucleo/prompts/compiler/stdlib/structural.md	645	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	646	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Renderização real de under/over (posicionamento, braces extensíveis) — ver scope-out dedicado abaixo.
00_nucleo/prompts/compiler/stdlib/structural.md	669	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	670	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Shaping real de operadores matemáticos (tamanho, posicionamento de limits) — ver scope-out dedicado abaixo.
00_nucleo/prompts/compiler/stdlib/structural.md	714	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	715	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Metadata real no PDF Info dict — scope-out ADR-0054 graded (XL futuro).
00_nucleo/prompts/compiler/stdlib/structural.md	762	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-outs**:
00_nucleo/prompts/compiler/stdlib/structural.md	763	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Resource registry real (carregamento / embed / deduplicação) — scope-out
00_nucleo/prompts/compiler/stdlib/structural.md	787	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	item; efeito visual scope-out.
00_nucleo/prompts/compiler/stdlib/structural.md	799	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out explícito (P470/P504/P505)**:
00_nucleo/prompts/compiler/stdlib/structural.md	829	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out (P472)**: page numbers em LoF (requer 2-pass — DEBT). Filtro por kind.
00_nucleo/prompts/compiler/stdlib/structural.md	852	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out (P472)**: page numbers em LoT (requer 2-pass — DEBT). Filtro por kind.
00_nucleo/prompts/compiler/stdlib/structural.md	886	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out explícito (P470/P505)**:
00_nucleo/prompts/compiler/stdlib/structural.md	904	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-outs transversais (P430)
00_nucleo/prompts/compiler/stdlib/structural.md	906	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	| Área | Scope-out | Notas |
00_nucleo/prompts/compiler/stdlib/structural.md	1090	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out medido — ver `layout.md` P726.
00_nucleo/prompts/compiler/stdlib/structural.md	1184	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	fica scope-out (`width: 0.0`, registado, não exercitado pelos 5 nomes).
00_nucleo/prompts/compiler/stdlib/structural.md	1209	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**P1132m — scope-out fechado por medição** (secção 12, working tree não
00_nucleo/prompts/compiler/stdlib/text/smallcaps.md	54	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out (ADR-0054 graded)**: shaping OpenType nativo (`smcp`/`c2sc`) continua fora
00_nucleo/prompts/compiler/stdlib/layout.md	19	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**ADRs**: ADR-0033 (divergência intencional), ADR-0037 (coesão por domínio), ADR-0054 (perfil graded / scope-outs), ADR-0061 (layout roadmap), ADR-0064 (smart option default), ADR-0078 (multi-region flow), ADR-0079 (stroke), ADR-0109 (atomização forma B).
00_nucleo/prompts/compiler/stdlib/layout.md	56	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Nenhuma conhecida; DEBT-36 (legacy strings) está encerrado.
00_nucleo/prompts/compiler/stdlib/layout.md	83	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Paridade vanilla**: Equivalente a `place(top + right, [body])`; floats reais são scope-out.
00_nucleo/prompts/compiler/stdlib/layout.md	85	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/layout.md	86	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Float real (P245) e posicionamento flutuante avançado scope-out per ADR-0054 graded.
00_nucleo/prompts/compiler/stdlib/layout.md	115	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Paridade vanilla**: Equivalente a `#grid(columns: 2, ..)`; layout multi-region real scope-out per ADR-0078.
00_nucleo/prompts/compiler/stdlib/layout.md	117	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/layout.md	145	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Padding negativo rejeitado (vanilla aceita; divergência intencional per ADR-0054).
00_nucleo/prompts/compiler/stdlib/layout.md	169	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Nenhuma conhecida.
00_nucleo/prompts/compiler/stdlib/layout.md	207	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/layout.md	210	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(scope-out P475 — resolução percentual requer contexto de layout).
00_nucleo/prompts/compiler/stdlib/layout.md	230	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(distribuição vertical fracionária é outro mecanismo — scope-out
00_nucleo/prompts/compiler/stdlib/layout.md	239	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(scope-out P842).
00_nucleo/prompts/compiler/stdlib/layout.md	304	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Semântica**: Cria `Content::Block(BlockElem { body, width, height, inset, breakable, outset, radius, clip, fill, stroke, spacing, above, below, sticky })`. `inset`/`outset` resolvidos como `Sides<Length>` via `extract_sides_from_value`; parte `rel` de `Relative` truncada (scope-out: requer contexto de layout).
00_nucleo/prompts/compiler/stdlib/layout.md	306	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Paridade vanilla**: Equivalente a `#block(width: 5cm, [body])`; scope-outs listados acima.
00_nucleo/prompts/compiler/stdlib/layout.md	308	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: `inset: (left: 50%)` — parte relativa truncada para `Length::ZERO`; fills complexos scope-out per ADR-0054 graded.
00_nucleo/prompts/compiler/stdlib/layout.md	335	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: `spacing` negativo rejeitado.
00_nucleo/prompts/compiler/stdlib/layout.md	361	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Parte `rel` de `Relative` truncada (scope-out: requer contexto de layout). Outras limitações idênticas a `block`.
00_nucleo/prompts/compiler/stdlib/layout.md	386	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**:
00_nucleo/prompts/compiler/stdlib/layout.md	411	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Paridade vanilla**: Equivalente a `#columns(2, [body])`; multi-region flow real scope-out per ADR-0078.
00_nucleo/prompts/compiler/stdlib/layout.md	413	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Layout de colunas reais é stub/transparente; `colbreak` faz downgrade a pagebreak.
00_nucleo/prompts/compiler/stdlib/layout.md	441	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Multi-region flow real scope-out per ADR-0078.
00_nucleo/prompts/compiler/stdlib/layout.md	459	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Não aceita named args (width/height override — scope-out, ADR-0054).
00_nucleo/prompts/compiler/stdlib/layout.md	499	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs (inalterados)**:
00_nucleo/prompts/compiler/stdlib/layout.md	501	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `measure(body, width: 5cm)` scope-out.
00_nucleo/prompts/compiler/stdlib/layout.md	530	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Outras propriedades de stroke (dash, cap, join, miter-limit) scope-out per ADR-0079.
00_nucleo/prompts/compiler/stdlib/layout.md	559	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Limitações / scope-outs**: Comportamento de `weak` collapse adiado.
00_nucleo/prompts/compiler/stdlib/layout.md	697	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	outros consumidores do helper (hlines/vlines — scope-out abaixo).
00_nucleo/prompts/compiler/stdlib/layout.md	706	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	### Scope-out medido — hline/vline `stroke: none`
00_nucleo/prompts/entities/sides.md	98	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(`inv`, `next_cw`, `axis`) são scope-out neste passo. Adicionar
00_nucleo/prompts/compiler/stdlib/eval.md	77	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## 6. Scope-out
00_nucleo/prompts/compiler/stdlib/pdf.md	19	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	Decisão registada: o exportador PDF cristalino não suporta embedding nem tagging (scope-out global). Implementar o módulo com as duas funções, com o comportamento honesto máximo dentro desse limite:
00_nucleo/prompts/compiler/stdlib/pdf.md	21	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"- `pdf.attach(...)` → **erro de scope-out explícito** (""o exportador PDF cristalino não suporta ficheiros embutidos — scope-out""). Não há aproximação honesta: o efeito do vanilla é alterar o ficheiro PDF produzido."
00_nucleo/prompts/compiler/stdlib/pdf.md	23	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"- **P826** — `pdf.artifact(kind: ...)`: o named `kind:` é **aceite e validado**. Enumeração medida no vanilla 0.15.0 (`pdf/accessibility.rs:58-98`, `ArtifactKind` com derive `Cast`, kebab-case): `""header""`, `""footer""`, `""watermark""`, `""page-number""`, `""line-number""`, `""redaction""`, `""bates""`, `""page""`, `""pagination-other""`, `""layout""`, `""background""`, `""other""` (default `""other""`). O valor só afecta o tag tree (scope-out global do exportador — sem tag tree em `03_infra`), pelo que não é propagado; a paridade é de **aceitação/erro**: string fora do domínio → erro verbatim do vanilla `expected ""header"", ..., or ""other""` (sem sufixo ""found""); outro tipo → sufixo `, found {tipo}` (nomes do vanilla: `integer`/`boolean`/`string`), mesma convenção do cast de `encoding:` (P824)."
00_nucleo/prompts/compiler/stdlib/pdf.md	30	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	fn native_pdf_attach(...) -> SourceResult<Value>;   // Err scope-out
00_nucleo/prompts/compiler/stdlib/pdf.md	44	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `pdf.attach(...)` → erro com a mensagem de scope-out.
00_nucleo/prompts/entities/math_style.md	210	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	passa-through — scope-out registado)
00_nucleo/prompts/entities/math_style.md	262	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	continuam scope-out — passa-through, como o vanilla para chars não
00_nucleo/prompts/entities/math_style.md	317	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	passa-through (scope-out, registado).
00_nucleo/prompts/entities/math_style.md	335	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	`kind` não-`Plain` (scope-out registado em P809; Greek `Plain`
00_nucleo/prompts/compiler/stdlib/text/deco.md	41	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	| `stroke` | `Color \| none` | paint da linha; `none` desactiva o default. Objecto `Stroke` rico do vanilla é scope-out |
00_nucleo/prompts/compiler/stdlib/text/deco.md	49	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out com erro educacional** (ADR-0054 graded): `evade` e `background` respondem
00_nucleo/prompts/compiler/stdlib/text/deco.md	50	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"com mensagem que cita o scope-out, não com ""argumento inesperado"" genérico. Qualquer"
00_nucleo/prompts/compiler/stdlib/text/deco.md	69	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	> (2026-06-27); o L0 pai continuava a declará-los scope-out. Estão implementados — a
00_nucleo/prompts/compiler/stdlib/text/deco.md	70	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	> cláusula de scope-out vale agora só para gradient fill e math mode.
00_nucleo/prompts/compiler/stdlib/text/deco.md	93	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"""…não suportado neste passo (P284 §A.1 scope-out /"
00_nucleo/prompts/compiler/stdlib/calc.md	513	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	em secções individuais porque são scope-out ou já cobertas por passos
00_nucleo/prompts/entities/font-list.md	36	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	pub variants: Vec<EcoString>,    // variant names (scope-out usage)
00_nucleo/prompts/entities/location.md	54	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	Nenhum trait extra para esta materialização. `Display`, `Ord`, serialização, aritmética: scope-out.
00_nucleo/prompts/entities/location.md	94	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Sem traits `Locatable`/`Unqueriable`/`Tagged` (vtable markers vanilla, scope-out per `inventario-tipos-introspection-vanilla.md` 2026-04-30).
00_nucleo/prompts/entities/citation_form.md	127	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- **ADR-0054**: graded scope-out de forms adicionais (Full,
00_nucleo/prompts/entities/gradient.md	100	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-outs vanilla** (per ADR-0087):
00_nucleo/prompts/entities/gradient.md	183	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	### Scope-outs P264 (per ADR-0088)
00_nucleo/prompts/entities/gradient.md	198	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(Conic continua scope-out).
00_nucleo/prompts/entities/gradient.md	247	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	### Scope-outs P267 (per ADR-0089)
00_nucleo/prompts/entities/gradient.md	253	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- **Sem `focal_*` scope-out** — não existe em ConicGradient
00_nucleo/prompts/entities/gradient.md	336	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"(anotação cumulativa N=7; subpadrão ""ADR scope-out revogado"
00_nucleo/prompts/entities/gradient.md	386	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	### Scope-outs preservados pós-P269
00_nucleo/prompts/entities/gradient.md	401	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"- P267 — Conic activado (precedente ""ADR scope-out revogado"
00_nucleo/prompts/entities/gradient.md	507	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(dispatcher P270 arm Cmyk). **Conic CMYK preserved scope-out**
00_nucleo/prompts/entities/gradient.md	512	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(cristalino emit `/DeviceCMYK` correcto). **ICC profiles scope-out
00_nucleo/prompts/entities/gradient.md	532	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out **revogado parcialmente** (Type 6 sai; Type 7 preserved).
00_nucleo/prompts/entities/gradient.md	533	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"Sub-padrão ""ADR scope-out revogado parcialmente"" N=4 → **N=5"
00_nucleo/prompts/entities/gradient.md	551	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	CMYK). **ADR-0091 §Conic CMYK scope-out** revogado **final**.
00_nucleo/prompts/entities/gradient.md	553	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"""ADR scope-out revogado parcialmente"" N=5 → **N=6 cumulativo limiar"
00_nucleo/prompts/entities/gradient.md	651	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	contentores): {Block} apenas; Boxed difere P273.7; outros scope-out
00_nucleo/prompts/entities/gradient.md	676	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out per ADR-0054 graded). **Sem cascade novo**: cascade ~86
00_nucleo/prompts/entities/gradient.md	790	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Anotação P273.14**: CMYK-ICC paridade — **SCOPE-OUT-RECONFIRMED**
00_nucleo/prompts/entities/gradient.md	798	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out preserved reconfirmado por evidência empírica P273.14
00_nucleo/prompts/entities/gradient.md	803	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"Sub-padrão emergente inaugural **""Scope-out reconfirmado por Fase A"""
00_nucleo/prompts/entities/gradient.md	814	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Anotação P273.15**: Bbox medido pós-layout — **SCOPE-OUT-RECONFIRMED**
00_nucleo/prompts/entities/gradient.md	829	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"concreto + decisão executiva custo perf. Sub-padrão ""Scope-out"
00_nucleo/prompts/entities/gradient.md	842	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**SCOPE-OUT-RECONFIRMED** via NO-GO Fase A factual; **terceira
00_nucleo/prompts/entities/gradient.md	843	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"aplicação consolidando padrão ""Scope-out reconfirmado por Fase A"""
00_nucleo/prompts/entities/gradient.md	852	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	vs S-M cluster Gradient; Fase 4 multi-region scope-out per
00_nucleo/prompts/entities/gradient.md	858	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"consciente + ADR-0078 §""Decisão"" sub-fase (b) Fase 4 scope-out."
00_nucleo/prompts/entities/gradient.md	865	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"Sub-padrão ""Scope-out reconfirmado por Fase A"" N=2 → N=3"
00_nucleo/prompts/entities/gradient.md	884	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"P273.9); **ADR-0097** ""Scope-out reconfirmado por Fase A"" (N=3 com"
00_nucleo/prompts/entities/list_marker.md	39	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-out explícito (P470)
00_nucleo/prompts/entities/paint.md	61	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Métodos vanilla não materializados** (scope-out ADR-0086):
00_nucleo/prompts/entities/show.md	33	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	ser `NodeKind` (nativo) em P417; outros bases são scope-out. Matching: o
00_nucleo/prompts/entities/show.md	118	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	cross-node é divergência registada (scope-out). `Style` sobre `Text` falha
00_nucleo/prompts/entities/show.md	121	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	dinâmicos (`DynKind`) são scope-out. O matching delega a free function que
00_nucleo/prompts/entities/layout_types.md	148	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	são scope-out (aguardam `FrameItem::Decoration`).
00_nucleo/prompts/entities/enum_numbering.md	27	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	/// como Decimal (fallback). Scope-out: parse completo de patterns.
00_nucleo/prompts/entities/enum_numbering.md	71	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	Implementação de `nth_alpha`: `(n-1) % 26` → índice em a-z/A-Z. Ciclos > 26: duplica a letra (aa, bb...) — divergência intencional (Typst usa sequências completas mas esse é scope-out P470).
