prompt_atual	consumer	consumer_count	layer	prompt_hash	consumer_hash	metadata_count	prompt_role	consumer_role	shared_claim_candidates	class	proposed_owner_prompt	proposed_nucleus	decision	evidence
00_nucleo/prompts/compiler/lang.md	01_core/src/compiler/lang/quotes.rs	5	01_core	b60e2267	32112a2f	1	contratos de múltiplos geradores lang-aware	Smart-quotes lang-aware (Passo 155, ADR-0060 Fase 1, sub-passo 2).	default linguístico para texto gerado e fallback determinístico	A	00_nucleo/prompts/compiler/lang/quotes.md	00_nucleo/prompts/_nuclei/language-text-defaults.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lang.md:19;00_nucleo/prompts/compiler/lang.md:88;01_core/src/compiler/lang/quotes.rs:1;01_core/src/compiler/lang/quotes.rs:35
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/cursor.rs	17	01_core	afa4a526	b90b2853	0	motor de layout e subunidades acumuladas	Gestão do cursor do Layouter: largura de palavra, layout de palavra,	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/cursor.md	-	individualize_owner	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/cursor.rs:1;01_core/src/compiler/layout/cursor.rs:29
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/dynamic.rs	17	01_core	afa4a526	78623cc5	0	motor de layout e subunidades acumuladas	Layout de `Content::Dynamic` — elemento dinâmico de utilizador	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/dynamic.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/dynamic.rs:1;01_core/src/compiler/layout/dynamic.rs:26
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/grid.rs	17	01_core	afa4a526	63cf2ae9	0	motor de layout e subunidades acumuladas	Braço `Content::Grid` do `layout_content`. Extraído de `layout/mod.rs`	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/grid.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/grid.rs:1;01_core/src/compiler/layout/grid.rs:30
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/grid_placement.rs	17	01_core	afa4a526	bb0a3bd0	0	motor de layout e subunidades acumuladas	P224.C — Placement algorítmico Grid completo.	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/grid_placement.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/grid_placement.rs:1;01_core/src/compiler/layout/grid_placement.rs:42
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/helpers.rs	17	01_core	afa4a526	8690aabb	0	motor de layout e subunidades acumuladas	Helpers livres usados pelo Layouter: manipulação de `FrameItem`,	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/helpers.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/helpers.rs:1;01_core/src/compiler/layout/helpers.rs:18
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/hyphenation.rs	17	01_core	afa4a526	b24b6f9c	0	motor de layout e subunidades acumuladas	Helper puro de hyphenation (Passo 144, ADR-0057). Wrap fino	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/hyphenation.md	-	individualize_owner	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/hyphenation.rs:1;01_core/src/compiler/layout/hyphenation.rs:30
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/linebreak.rs	17	01_core	afa4a526	f14daa83	0	motor de layout e subunidades acumuladas	Consumer atomizado de `LinebreakElem` (ADR-0109, forma B).	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/linebreak.md	-	individualize_owner	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/linebreak.rs:1;01_core/src/compiler/layout/linebreak.rs:15
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/metrics.rs	17	01_core	afa4a526	fafc10f7	0	motor de layout e subunidades acumuladas	Interface `FontMetrics` e implementação `FixedMetrics` para layout.	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/metrics.md	-	individualize_owner	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/metrics.rs:1;01_core/src/compiler/layout/metrics.rs:22
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/mod.rs	17	01_core	afa4a526	cf5d1526	0	motor de layout e subunidades acumuladas	owner de mod.rs	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/mod.rs:1;01_core/src/compiler/layout/mod.rs:7
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/page_geometry.rs	17	01_core	afa4a526	03d54729	0	motor de layout e subunidades acumuladas	owner de page_geometry.rs	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/page_geometry.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/page_geometry.rs:1;01_core/src/compiler/layout/page_geometry.rs:9
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/page_run.rs	17	01_core	afa4a526	bdd32431	0	motor de layout e subunidades acumuladas	Layout lexical de `PageRunElem`: aplica configuração local e restaura.	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/page_run.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/page_run.rs:1;01_core/src/compiler/layout/page_run.rs:14
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/parbreak.rs	17	01_core	afa4a526	844ce71c	0	motor de layout e subunidades acumuladas	Materialização transparente da fronteira de parágrafo (P1140.13).	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/parbreak.md	-	individualize_owner	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/parbreak.rs:1;01_core/src/compiler/layout/parbreak.rs:15
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/placement.rs	17	01_core	afa4a526	40ec5a92	0	motor de layout e subunidades acumuladas	Braços `Content::Align` e `Content::Place` do `layout_content`.	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/placement.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/placement.rs:1;01_core/src/compiler/layout/placement.rs:537
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/sequence.rs	17	01_core	afa4a526	031dc05a	0	motor de layout e subunidades acumuladas	Layout de `Content::Sequence` — iteração peekable com sticky	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/sequence.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/sequence.rs:1;01_core/src/compiler/layout/sequence.rs:24
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/slicing.rs	17	01_core	afa4a526	4f9752ca	0	motor de layout e subunidades acumuladas	**P251 (M9d / M7+5; ADR-0079 Categoria C.2 parcial; cita ADR-0082	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/slicing.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/slicing.rs:1;01_core/src/compiler/layout/slicing.rs:39
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/sub_frame.rs	17	01_core	afa4a526	5aaff0a3	0	motor de layout e subunidades acumuladas	Sub-layout de conteúdo numa região isolada.	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/sub_frame.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/sub_frame.rs:1;01_core/src/compiler/layout/sub_frame.rs:29
00_nucleo/prompts/compiler/layout.md	01_core/src/compiler/layout/tests.rs	17	01_core	afa4a526	0718ad3e	0	motor de layout e subunidades acumuladas	Testes de layout — extraídos de `layout/mod.rs` no Passo 96.7	composição de coordenadas locais, rebase e regiões de sublayout	A	00_nucleo/prompts/compiler/layout/tests.md	00_nucleo/prompts/_nuclei/layout-coordinate-composition.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout.md:69;00_nucleo/prompts/compiler/layout.md:1230;01_core/src/compiler/layout/tests.rs:1;01_core/src/compiler/layout/tests.rs:34
00_nucleo/prompts/entities/page_canvas.md	01_core/src/compiler/layout/page_canvas.rs	2	01_core	6c7e72d6	3e82f5a4	1	dados de canvas e composição de layers	Composição isolada dos layers decorativos da página (ADR-0109 forma B).	geometria e ordem semântica dos layers de canvas	A	00_nucleo/prompts/compiler/layout/page_canvas.md	00_nucleo/prompts/_nuclei/page-canvas-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/entities/page_canvas.md:19;00_nucleo/prompts/entities/page_canvas.md:34;01_core/src/compiler/layout/page_canvas.rs:1;01_core/src/compiler/layout/page_canvas.rs:17
00_nucleo/prompts/entities/page_canvas.md	01_core/src/entities/page_canvas.rs	2	01_core	6c7e72d6	fa746e95	1	dados de canvas e composição de layers	owner de page_canvas.rs	geometria e ordem semântica dos layers de canvas	A	00_nucleo/prompts/entities/page_canvas.md	00_nucleo/prompts/_nuclei/page-canvas-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/entities/page_canvas.md:19;00_nucleo/prompts/entities/page_canvas.md:34;01_core/src/entities/page_canvas.rs:1;01_core/src/entities/page_canvas.rs:8
00_nucleo/prompts/entities/page_running.md	01_core/src/compiler/layout/page_running.rs	2	01_core	058f4bc0	02034ce3	1	dados e composição de running matter	owner de page_running.rs	morfologia e posicionamento de running matter	A	00_nucleo/prompts/compiler/layout/page_running.md	00_nucleo/prompts/_nuclei/page-running-matter.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/entities/page_running.md:15;00_nucleo/prompts/entities/page_running.md:57;01_core/src/compiler/layout/page_running.rs:1;01_core/src/compiler/layout/page_running.rs:15
00_nucleo/prompts/entities/page_running.md	01_core/src/entities/page_running.rs	2	01_core	058f4bc0	2338b19e	1	dados e composição de running matter	owner de page_running.rs	morfologia e posicionamento de running matter	A	00_nucleo/prompts/entities/page_running.md	00_nucleo/prompts/_nuclei/page-running-matter.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/entities/page_running.md:15;00_nucleo/prompts/entities/page_running.md:57;01_core/src/entities/page_running.rs:1;01_core/src/entities/page_running.rs:14
00_nucleo/prompts/compiler/layout_references.md	01_core/src/compiler/layout/references.rs	2	01_core	c1a4916c	c329926a	1	layout de referências e tipo de label	owner de references.rs	classificação e diagnóstico de labels não referenciáveis	A	00_nucleo/prompts/compiler/layout_references.md	00_nucleo/prompts/_nuclei/reference-label-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout_references.md:16;00_nucleo/prompts/compiler/layout_references.md:85;01_core/src/compiler/layout/references.rs:1;01_core/src/compiler/layout/references.rs:24
00_nucleo/prompts/compiler/layout_references.md	01_core/src/entities/label_kind.rs	2	01_core	c1a4916c	ed5de277	1	layout de referências e tipo de label	**P856** — classificação de labels existentes mas não referenciáveis	classificação e diagnóstico de labels não referenciáveis	A	00_nucleo/prompts/entities/label_kind.md	00_nucleo/prompts/_nuclei/reference-label-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/layout_references.md:16;00_nucleo/prompts/compiler/layout_references.md:85;01_core/src/entities/label_kind.rs:1;01_core/src/entities/label_kind.rs:12
00_nucleo/prompts/compiler/stdlib_audit_methodology.md	01_core/src/compiler/layout/title.rs	2	01_core	4b9ef0be	88f73a98	0	metodologia de processo usada como owner de Title	Atomização (ADR-0109): layout de `Title` no arquivo da feature.	sem claim de ownership produtivo	D	00_nucleo/prompts/compiler/layout/title.md	-	replace_incorrect_document_owner	00_nucleo/prompts/compiler/stdlib_audit_methodology.md:12;00_nucleo/prompts/compiler/stdlib_audit_methodology.md:20;01_core/src/compiler/layout/title.rs:1;01_core/src/compiler/layout/title.rs:18
00_nucleo/prompts/compiler/stdlib_audit_methodology.md	01_core/src/entities/elements/title.rs	2	01_core	4b9ef0be	ef2b41ab	0	metodologia de processo usada como owner de Title	`TitleElem` — título do documento (`#title()`), paridade com vanilla	sem claim de ownership produtivo	D	00_nucleo/prompts/entities/elements/title.md	-	replace_incorrect_document_owner	00_nucleo/prompts/compiler/stdlib_audit_methodology.md:12;00_nucleo/prompts/compiler/stdlib_audit_methodology.md:20;01_core/src/entities/elements/title.rs:1;01_core/src/entities/elements/title.rs:19
00_nucleo/prompts/compiler/lexer/mod.md	01_core/src/compiler/lexer/code.rs	4	01_core	77ee12ef	49a6bc33	1	motor e três modos de lexer	Lexer do Typst — modo `Code`. Extraído de `lexer/mod.rs` no	fronteiras, progresso e erros comuns dos modos de tokenização	A	00_nucleo/prompts/compiler/lexer/code.md	00_nucleo/prompts/_nuclei/lexer-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lexer/mod.md:23;00_nucleo/prompts/compiler/lexer/mod.md:103;01_core/src/compiler/lexer/code.rs:1;01_core/src/compiler/lexer/code.rs:254
00_nucleo/prompts/compiler/lexer/mod.md	01_core/src/compiler/lexer/markup.rs	4	01_core	77ee12ef	f5d2c97a	1	motor e três modos de lexer	Lexer do Typst — modo `Markup`. Extraído de `lexer/mod.rs` no	fronteiras, progresso e erros comuns dos modos de tokenização	A	00_nucleo/prompts/compiler/lexer/markup.md	00_nucleo/prompts/_nuclei/lexer-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lexer/mod.md:23;00_nucleo/prompts/compiler/lexer/mod.md:103;01_core/src/compiler/lexer/markup.rs:1;01_core/src/compiler/lexer/markup.rs:416
00_nucleo/prompts/compiler/lexer/mod.md	01_core/src/compiler/lexer/math.rs	4	01_core	77ee12ef	5cffc41f	1	motor e três modos de lexer	Lexer do Typst — modo `Math`. Extraído de `lexer/mod.rs` no	fronteiras, progresso e erros comuns dos modos de tokenização	A	00_nucleo/prompts/compiler/lexer/math.md	00_nucleo/prompts/_nuclei/lexer-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lexer/mod.md:23;00_nucleo/prompts/compiler/lexer/mod.md:103;01_core/src/compiler/lexer/math.rs:1;01_core/src/compiler/lexer/math.rs:209
00_nucleo/prompts/compiler/lexer/mod.md	01_core/src/compiler/lexer/mod.rs	4	01_core	77ee12ef	33a1fe9b	1	motor e três modos de lexer	owner de mod.rs	fronteiras, progresso e erros comuns dos modos de tokenização	A	00_nucleo/prompts/compiler/lexer/mod.md	00_nucleo/prompts/_nuclei/lexer-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/lexer/mod.md:23;00_nucleo/prompts/compiler/lexer/mod.md:103;01_core/src/compiler/lexer/mod.rs:1;01_core/src/compiler/lexer/mod.rs:14
00_nucleo/prompts/compiler/math/layout/_comum.md	01_core/src/compiler/math/layout/mod.rs	2	01_core	d832dc26	2898d168	1	implementação e testes de math layout	owner de mod.rs	observáveis geométricos compartilhados entre implementação e oráculo de testes	A	00_nucleo/prompts/compiler/math/layout/_comum.md	00_nucleo/prompts/_nuclei/math-layout-observables.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/math/layout/_comum.md:1;01_core/src/compiler/math/layout/mod.rs:1;01_core/src/compiler/math/layout/mod.rs:22
00_nucleo/prompts/compiler/math/layout/_comum.md	01_core/src/compiler/math/layout/tests.rs	2	01_core	d832dc26	3d7edc4b	1	implementação e testes de math layout	Testes de `math/layout` — extraídos de `math/layout.rs` no Passo 96.8	observáveis geométricos compartilhados entre implementação e oráculo de testes	A	00_nucleo/prompts/compiler/math/layout/tests.md	00_nucleo/prompts/_nuclei/math-layout-observables.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/math/layout/_comum.md:1;01_core/src/compiler/math/layout/tests.rs:1;01_core/src/compiler/math/layout/tests.rs:14
00_nucleo/prompts/compiler/parse.md	01_core/src/compiler/parse/code.rs	7	01_core	069ea828	bd270db1	1	facade, parser e domínios de parsing	Parse de code blocks e expressões de código: code, code_exprs,	modos, progresso, spans e morfologia da árvore sintática	A	00_nucleo/prompts/compiler/parse/code.md	00_nucleo/prompts/_nuclei/parser-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/parse.md:15;00_nucleo/prompts/compiler/parse.md:92;01_core/src/compiler/parse/code.rs:1;01_core/src/compiler/parse/code.rs:31
00_nucleo/prompts/compiler/parse.md	01_core/src/compiler/parse/markup.rs	7	01_core	069ea828	f2acf0f7	1	facade, parser e domínios de parsing	Parse de markup: markup, markup_exprs, markup_expr, strong, emph,	modos, progresso, spans e morfologia da árvore sintática	A	00_nucleo/prompts/compiler/parse/markup.md	00_nucleo/prompts/_nuclei/parser-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/parse.md:15;00_nucleo/prompts/compiler/parse.md:92;01_core/src/compiler/parse/markup.rs:1;01_core/src/compiler/parse/markup.rs:24
00_nucleo/prompts/compiler/parse.md	01_core/src/compiler/parse/math.rs	7	01_core	069ea828	4a4fd8ce	1	facade, parser e domínios de parsing	Parse de expressões matemáticas: `math_expr`, `math_expr_prec`,	modos, progresso, spans e morfologia da árvore sintática	A	00_nucleo/prompts/compiler/parse/math.md	00_nucleo/prompts/_nuclei/parser-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/parse.md:15;00_nucleo/prompts/compiler/parse.md:92;01_core/src/compiler/parse/math.rs:1;01_core/src/compiler/parse/math.rs:24
00_nucleo/prompts/compiler/parse.md	01_core/src/compiler/parse/mod.rs	7	01_core	069ea828	56e53f3d	1	facade, parser e domínios de parsing	owner de mod.rs	modos, progresso, spans e morfologia da árvore sintática	A	00_nucleo/prompts/compiler/parse.md	00_nucleo/prompts/_nuclei/parser-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/parse.md:15;00_nucleo/prompts/compiler/parse.md:92;01_core/src/compiler/parse/mod.rs:1;01_core/src/compiler/parse/mod.rs:13
00_nucleo/prompts/compiler/parse.md	01_core/src/compiler/parse/parser.rs	7	01_core	069ea828	48d5eded	1	facade, parser e domínios de parsing	`Parser` struct e tipos de apoio (Token, Newline, AtNewline, Marker,	modos, progresso, spans e morfologia da árvore sintática	A	00_nucleo/prompts/compiler/parse/parser.md	00_nucleo/prompts/_nuclei/parser-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/parse.md:15;00_nucleo/prompts/compiler/parse.md:92;01_core/src/compiler/parse/parser.rs:1;01_core/src/compiler/parse/parser.rs:69
00_nucleo/prompts/compiler/parse.md	01_core/src/compiler/parse/patterns.rs	7	01_core	069ea828	bd60b457	1	facade, parser e domínios de parsing	Parse de expressões com parêntesis (arrays/dicts/paren/params),	modos, progresso, spans e morfologia da árvore sintática	A	00_nucleo/prompts/compiler/parse/patterns.md	00_nucleo/prompts/_nuclei/parser-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/parse.md:15;00_nucleo/prompts/compiler/parse.md:92;01_core/src/compiler/parse/patterns.rs:1;01_core/src/compiler/parse/patterns.rs:22
00_nucleo/prompts/compiler/parse.md	01_core/src/compiler/parse/rules.rs	7	01_core	069ea828	8d43205a	1	facade, parser e domínios de parsing	Parse de statements de controlo: let, set, show, context,	modos, progresso, spans e morfologia da árvore sintática	A	00_nucleo/prompts/compiler/parse/rules.md	00_nucleo/prompts/_nuclei/parser-mode-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/parse.md:15;00_nucleo/prompts/compiler/parse.md:92;01_core/src/compiler/parse/rules.rs:1;01_core/src/compiler/parse/rules.rs:21
00_nucleo/prompts/compiler/stdlib/context.md	01_core/src/compiler/stdlib/context.rs	2	01_core	4e42dadc	14f940b4	1	constructor de context e entidade ContextBlock	`context { expr }` — delayed evaluation block. P506 — runtime state via	semântica do bloco delayed e transporte de conteúdo	A	00_nucleo/prompts/compiler/stdlib/context.md	00_nucleo/prompts/_nuclei/context-block-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/context.md:31;00_nucleo/prompts/compiler/stdlib/context.md:105;01_core/src/compiler/stdlib/context.rs:1;01_core/src/compiler/stdlib/context.rs:23
00_nucleo/prompts/compiler/stdlib/context.md	01_core/src/entities/elements/context_block.rs	2	01_core	4e42dadc	b4010394	1	constructor de context e entidade ContextBlock	`ContextBlockElem` — bloco de delayed evaluation para `context { expr }`.	semântica do bloco delayed e transporte de conteúdo	A	00_nucleo/prompts/entities/elements/context_block.md	00_nucleo/prompts/_nuclei/context-block-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/context.md:31;00_nucleo/prompts/compiler/stdlib/context.md:105;01_core/src/entities/elements/context_block.rs:1;01_core/src/entities/elements/context_block.rs:22
00_nucleo/prompts/compiler/stdlib/primitives-constructors.md	01_core/src/compiler/stdlib/primitives_constructors/decimal.rs	4	01_core	8ca90cfc	adaf2600	1	hub e três constructors primitivos	owner de decimal.rs	política comum de argumentos, erros e conversão de constructors	A	00_nucleo/prompts/compiler/stdlib/primitives_constructors/decimal.md	00_nucleo/prompts/_nuclei/primitive-constructor-call-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:40;00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:191;01_core/src/compiler/stdlib/primitives_constructors/decimal.rs:1;01_core/src/compiler/stdlib/primitives_constructors/decimal.rs:19
00_nucleo/prompts/compiler/stdlib/primitives-constructors.md	01_core/src/compiler/stdlib/primitives_constructors/duration.rs	4	01_core	8ca90cfc	defbd6c4	1	hub e três constructors primitivos	owner de duration.rs	política comum de argumentos, erros e conversão de constructors	A	00_nucleo/prompts/compiler/stdlib/primitives_constructors/duration.md	00_nucleo/prompts/_nuclei/primitive-constructor-call-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:40;00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:191;01_core/src/compiler/stdlib/primitives_constructors/duration.rs:1;01_core/src/compiler/stdlib/primitives_constructors/duration.rs:17
00_nucleo/prompts/compiler/stdlib/primitives-constructors.md	01_core/src/compiler/stdlib/primitives_constructors/version.rs	4	01_core	8ca90cfc	76701aae	1	hub e três constructors primitivos	owner de version.rs	política comum de argumentos, erros e conversão de constructors	A	00_nucleo/prompts/compiler/stdlib/primitives_constructors/version.md	00_nucleo/prompts/_nuclei/primitive-constructor-call-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:40;00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:191;01_core/src/compiler/stdlib/primitives_constructors/version.rs:1;01_core/src/compiler/stdlib/primitives_constructors/version.rs:18
00_nucleo/prompts/compiler/stdlib/primitives-constructors.md	01_core/src/compiler/stdlib/primitives_constructors.rs	4	01_core	8ca90cfc	6715df5b	1	hub e três constructors primitivos	Hub estático dos construtores primitivos atomizados no Passo 1140.1-A.	política comum de argumentos, erros e conversão de constructors	A	00_nucleo/prompts/compiler/stdlib/primitives-constructors.md	00_nucleo/prompts/_nuclei/primitive-constructor-call-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:40;00_nucleo/prompts/compiler/stdlib/primitives-constructors.md:191;01_core/src/compiler/stdlib/primitives_constructors.rs:1;01_core/src/compiler/stdlib/primitives_constructors.rs:9
00_nucleo/prompts/compiler/stdlib/state.md	01_core/src/compiler/stdlib/state.rs	2	01_core	8e882ac3	22d3e6d3	1	constructor/métodos de state e entidade State	`state(key, init)` como valor de primeira classe + métodos `.update()`,	identidade, valor inicial e observação contextual de state	A	00_nucleo/prompts/compiler/stdlib/state.md	00_nucleo/prompts/_nuclei/state-language-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/state.md:35;00_nucleo/prompts/compiler/stdlib/state.md:123;01_core/src/compiler/stdlib/state.rs:1;01_core/src/compiler/stdlib/state.rs:29
00_nucleo/prompts/compiler/stdlib/state.md	01_core/src/entities/state.rs	2	01_core	8e882ac3	0984caf6	1	constructor/métodos de state e entidade State	`State` — valor de primeira classe representando estado documental	identidade, valor inicial e observação contextual de state	A	00_nucleo/prompts/entities/state.md	00_nucleo/prompts/_nuclei/state-language-semantics.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/compiler/stdlib/state.md:35;00_nucleo/prompts/compiler/stdlib/state.md:123;01_core/src/entities/state.rs:1;01_core/src/entities/state.rs:16
00_nucleo/prompts/infra/package_downloader.md	01_core/src/contracts/package_downloader.rs	2	01_core	0b887d9c	ee741d0d	0	porta L1 e adapter HTTP L3 no mesmo contrato	Contrato puro para download de pacotes Typst. A rede e o filesystem	semântica da porta, erros e integridade do download	A	00_nucleo/prompts/contracts/package_downloader.md	00_nucleo/prompts/_nuclei/package-downloader-port-contract.toml	individualize_owner;audit_nucleus_candidate	00_nucleo/prompts/infra/package_downloader.md:16;00_nucleo/prompts/infra/package_downloader.md:59;01_core/src/contracts/package_downloader.rs:1;01_core/src/contracts/package_downloader.rs:21
