pair	scenario	t	system	argv	binary_sha256	exit_status	stdout_sha256	stderr_sha256
Linear/Hsv	seam-forward	0.250000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	25d4e269287b102015961fc56451f4bb83b4a9e0c1488699cc3e283b0a5c8918	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	0.500000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	6590c0abfb32c2cab1d7276d672c566df3166e23a1506579b324d604f8c64927	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	0.500000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	6590c0abfb32c2cab1d7276d672c566df3166e23a1506579b324d604f8c64927	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	0.750000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	1b2be5ff26543dfc10f55143257773d30e78af4472e47e1c085b1fac0cfba7cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	0.750000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	1b2be5ff26543dfc10f55143257773d30e78af4472e47e1c085b1fac0cfba7cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	0.999999000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	0.999999000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	1.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-forward	1.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.000001000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.000001000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.250000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	1b2be5ff26543dfc10f55143257773d30e78af4472e47e1c085b1fac0cfba7cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.250000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	1b2be5ff26543dfc10f55143257773d30e78af4472e47e1c085b1fac0cfba7cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.500000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	6590c0abfb32c2cab1d7276d672c566df3166e23a1506579b324d604f8c64927	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.500000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	6590c0abfb32c2cab1d7276d672c566df3166e23a1506579b324d604f8c64927	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.750000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	25d4e269287b102015961fc56451f4bb83b4a9e0c1488699cc3e283b0a5c8918	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.750000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	25d4e269287b102015961fc56451f4bb83b4a9e0c1488699cc3e283b0a5c8918	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.999999000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	0.999999000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	1.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Hsv	seam-reverse	1.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	60558c218688bdba02c35629fd427eff0945f34b43300db5cc51ac186c6e68bc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	84f0fd0b1ba1410e9ddf09b7fe2ad2649861925b62dfc81447d692f39b14be49	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.000001000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	c3b67cae6e13b30ad4ce3631b82534cd403f7b330e34bb8e0dd693a79e69babd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.000001000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	cf3e83938cdf5529b6ab539cc8f94e8a8ed1435b0df15eeebc3b4374da9fcf8b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.250000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	d282290efe2bf016501c3e8552502d7e8f21d200fdcc75f91057ba5fb845b199	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.250000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	d282290efe2bf016501c3e8552502d7e8f21d200fdcc75f91057ba5fb845b199	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.500000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	2d1d0a634b945e66e2edb76bb99d4d50123b3c4e22d77296cd26e1a70c82956f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.500000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9eed2d66ab1600e2898d3a945c9af1c68709d3541f33f304224d169b75cc6488	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.750000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	c927c59d8654239a4c5576c971aa76108429f706810c45b8325ce244977888f4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.750000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	c3da396668c7c86a6ac6b4e23ad4d9409a52bc57ec5ecb732b2ccc010c2a4f79	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.999999000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	f9cb0c6ff141b537f4bf42eb12e3740bd95da5867dcfb7d7018df07cb136fcd1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	0.999999000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	f9cb0c6ff141b537f4bf42eb12e3740bd95da5867dcfb7d7018df07cb136fcd1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	1.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	7f64d7fc901d1ac011bea3903fa513fb07fde91c4c1edc86534d53716ea4e04d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-first	1.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	7f64d7fc901d1ac011bea3903fa513fb07fde91c4c1edc86534d53716ea4e04d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	c69dd0a53a158b9efc82cfb87a0850dd413855882eb153cc278f7e2100dee303	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	2fc9fc4e0b6fe0e0ef56dcdc03fd9735547e1aa5da942c34641ecfa3709a1e01	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.000001000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	c2d00cdcc9f3a80ecea46b706366801cf312dca77ea2c2dcced3d9e8ec460355	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.000001000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(0.000100000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	c15a5e4ffdaa88938c1bf97798cff8d1a059d14e93bcceb615664e07d25ffb2e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.250000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	af20a679fd16a58d2daf98c556e19c06456bdc77b7c07bc80f2b18667b589c00	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.250000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(25.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	af20a679fd16a58d2daf98c556e19c06456bdc77b7c07bc80f2b18667b589c00	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.500000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	2d1d0a634b945e66e2edb76bb99d4d50123b3c4e22d77296cd26e1a70c82956f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.500000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(50.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9eed2d66ab1600e2898d3a945c9af1c68709d3541f33f304224d169b75cc6488	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.750000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	e71ddbadd94db75a4ed50f355538df3d2e4745f30177b9b8da96acccc9db65a5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.750000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(75.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	f7d77ed85337d52c722cebc6204c4f0674d44d185e872298f61cee32fd3ce551	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.999999000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	ec73c139400ece674193b3896f370348f04aec9cf48aded65c2cf1c27a648821	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	0.999999000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(99.999900000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	ec73c139400ece674193b3896f370348f04aec9cf48aded65c2cf1c27a648821	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	1.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	91c366f699e7a00762a39ca3b163eb37b388dcd39ae3d404a306198314b8ace0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	alpha-last	1.000000000000	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg)).sample(100.000000000000%).components(alpha:true))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	91c366f699e7a00762a39ca3b163eb37b388dcd39ae3d404a306198314b8ace0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Linear/Oklch	low-chroma	0.000000000000	crystalline	"[""target/debug/typst"",""eval"",""--format"",""json"",""repr((gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.oklch,angle:0deg)).sample(0.000000000000%).components(alpha:true))""]"	aae068f1d1d22b3e533158291e2bb69256d53a9421b7a6bcbfa26db4d35300a1	0	fa69077c057307128f9c0b4f5d4c49f431cdbb3d2b77de9a5c8f0456460aff23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
