pair	scenario	system	argv	binary_sha256	exit_status	stdout_sha256	stderr_sha256
linear/oklch	alpha-last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3c59b75b451d9e29129ae7e9b8c71f16e023068f3e245e31606ef03145bd9314	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	low-chroma	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	6dd1ca46013e09cef813d4f2749a651274642fa49852b8fda4c238f894a1ec25	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	low-chroma	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9efb213368002c564200a3753c1b17e6b3fa26141e97bde2d18a2629dadfc2cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	no-wrap	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	284e3185200161364ff23b0d363b8b58754fac592bf2a0cb5f588c1ad0375f8c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	no-wrap	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	4e719ca57252e1f417315a4787d9ad4e4ffa6e3605e87a8330899bd35c63303d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	seam-forward	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	1fa6b5afbe61934b8c384a20cd1735bec897c8eabc74fe70594c10f4fa077cea	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	seam-forward	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(230,0,140),0%),(rgb(255,80,120),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	4a4e4092f37e0e79bffeb3d762370a2ddc29f39cbd15b9b16038d17f5e3620bc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	seam-reverse	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(255,80,120),0%),(rgb(230,0,140),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	787b3768ba4aec1e468028af0db2061f18902647a16d6ab2ff07434f1875a117	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
linear/oklch	seam-reverse	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.linear((rgb(255,80,120),0%),(rgb(230,0,140),100%),space:color.oklch,angle:0deg); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	01641e3b4a50f64a69ce5981f47b7ccdd6e8208ab048269aedf6ae739dc5c371	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	alpha-first	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43).transparentize(60%),0%),(rgb(255,43,0),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	bf9f85619c6d97400743971ced641d98020cc8ffce236b1e12badc1d0044290b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	alpha-first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43).transparentize(60%),0%),(rgb(255,43,0),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	f28f3b236373639a4b4b9acc585d2de4fd265aa69bbec912e2f6850a0d41810f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	alpha-last	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	f235b28efc43301503d41505759f35f185ff1fc53c6dfc911cb286a26f1bdbb8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	alpha-last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	1c077ac59d2fceab9e6c2a0c172b35d4619c63d6f5119f8a74f666fac95d4e2d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	low-chroma	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	2372c95588179eb3907005cd747eb5c6df69a37c058ec8c3e17560002328a121	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	low-chroma	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	2e9b3c0a44b82af401b673c92de0c408c2135e4dc8bfc9b4081a682cdb3ad3a5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	no-wrap	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	a72b1a790526219134eb2b8c6a00d413c73eaf945977418dcd2de2008407662f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	no-wrap	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	a72b1a790526219134eb2b8c6a00d413c73eaf945977418dcd2de2008407662f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	seam-forward	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	ccac7828390b8bf533a5fb4884616b8feb2da236dea3aad9233917b601698c78	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	seam-forward	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	be58c8d58944e526ca50f31e98854993b0f7b1fe19b01cfdc8740ba001635960	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	seam-reverse	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	75ef15e56a7f4fa4d015416522396435834653cd27e4bdf8d180f185ca7aa680	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsl	seam-reverse	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsl,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	bb3f87ed6ed11c6fe8b5e2eea98fbce71b6fdd219f66599d54f53f3b1a24babc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	alpha-first	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43).transparentize(60%),0%),(rgb(255,43,0),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	c5d6cb6ef3917464d82a58c3a385d22bd9c88bf96a49920618ec23885fd6714d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	alpha-first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43).transparentize(60%),0%),(rgb(255,43,0),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	7abd9d0760830c98d24ee57eefc94a2df173f66564e9b7615bfe70dcdd8d71c4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	alpha-last	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	d2f5b1ddafa7f3835167b17a3ec421df7995d9244d05290ee97439d934c42fea	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	alpha-last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0).transparentize(60%),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	722596078639fff5e9bed0aa837dd77a3215201c51a5ace9943b2b9061aa69a9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	low-chroma	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	2365fb02fe111abd7bbc8df7fe1659a0992319d0e66b11b47ed1da026cf591bd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	low-chroma	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	d8885952f67a83acf0464f889494e2e269a74c066c925894bbb2e2a8a110fdb2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	no-wrap	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	014f624c8fdaaa0edfa88a25b1279ff2bbf659ed6481ea4f9e32bb68f7cd301d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	no-wrap	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	014f624c8fdaaa0edfa88a25b1279ff2bbf659ed6481ea4f9e32bb68f7cd301d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	seam-forward	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	075d0813f40c952ca68f427ed64928a5fc2adc81e5e8de5415e30beaacb14a79	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	seam-forward	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,0,43),0%),(rgb(255,43,0),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	d15726a4a26136647269389ce12771928a48c3790a4729edeec20bcd9d0bfd45	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	seam-reverse	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	4453e2eeee6e4923f6b82c853a8a0070aa8c7aedd562277513e719c8fba7b845	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/hsv	seam-reverse	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,43,0),0%),(rgb(255,0,43),100%),space:color.hsv,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	b587df169c4e6cb6ac71be87e786760507987d4e32a908da050ae3f941ebdbda	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	alpha-first	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((black.transparentize(60%),0%),(white,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	bb958ba0ae7dd297cd7b5e301611189225096a00980f72f1a90dbab7736df837	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	alpha-first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((black.transparentize(60%),0%),(white,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	bb958ba0ae7dd297cd7b5e301611189225096a00980f72f1a90dbab7736df837	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	alpha-last	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((black,0%),(white.transparentize(60%),100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	ad569e372660dae3bd1e3c84cd072165d748dc395810f5e86b84298d3d476ebf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
